id,variety,puc,block,area,description,geometry
126,Star Ruby,Essex,L13,0.19,STR 7,"POLYGON ((30.733594601063544 -24.352494307712043, 30.733584767017476 -24.35249430771204, 30.733573425837914 -24.352491069626527, 30.733520261703827 -24.35246840302795, 30.733457527272037 -24.352439260258343, 30.733243212888837 -24.352335641521968, 30.732788008335106 -24.352111172392444, 30.73273508283049 -24.352083723030347, 30.732709800666093 -24.35206688038538, 30.73269768080089 -24.352052772375657, 30.73269431486941 -24.35203808082108, 30.73270186681706 -24.352021628585426, 30.732725539975114 -24.351979377373436, 30.7327574432909 -24.35192541092244, 30.732982009886502 -24.351556330259328, 30.733070375823743 -24.351394510708747, 30.73323908547804 -24.351066214413343, 30.73335026960487 -24.350859238062917, 30.733515112331048 -24.35056660530703, 30.733577595573923 -24.350453900184508, 30.73360020257637 -24.35040841757283, 30.733615273911333 -24.350389537996783, 30.733637880913776 -24.35037838188033, 30.73365452217947 -24.35037494922913, 30.733696282336766 -24.35037494922911, 30.733712295630166 -24.350371516577603, 30.73372155585608 -24.350363799192515, 30.733798280727825 -24.350225300653218, 30.73403265634716 -24.349786911707636, 30.734111671642914 -24.349646089377693, 30.73411860626137 -24.349636114613155, 30.734131140588282 -24.349622841616235, 30.734147216678917 -24.349613550518395, 30.73415839458568 -24.349611227743935, 30.734177786369997 -24.34961089591901, 30.734201548684993 -24.349614051174548, 30.73423889992918 -24.34962509456893, 30.734321866376447 -24.349656652727575, 30.73439157857785 -24.349690224945466, 30.73442232472704 -24.34970890987678, 30.734456989110384 -24.349736376830645, 30.734511704355583 -24.349787003315733, 30.734543856536845 -24.34981352639417, 30.734656364052363 -24.34988601284539, 30.734796213481385 -24.349980353861454, 30.734846765250744 -24.350015710283934, 30.73489775660071 -24.35005552915704, 30.734938097540635 -24.350096446460597, 30.734974570171246 -24.350139697962387, 30.734986225336957 -24.35016048842519, 30.73498773247045 -24.350169974000792, 30.73498705426038 -24.35017915063647, 30.73498321106996 -24.35019454037983, 30.734974607849583 -24.350211463302838, 30.73492161954774 -24.350302737124448, 30.73471569487434 -24.35064517687805, 30.734325510571548 -24.351288338296577, 30.734067740505868 -24.35172121565681, 30.73395318580069 -24.351919884136294, 30.733768536828478 -24.352251691275487, 30.733670372200077 -24.352423824959658, 30.73365498687897 -24.3524493864198, 30.7336344019473 -24.352478655081832, 30.733614444987914 -24.352490806465813, 30.733594601063544 -24.352494307712043))"
127,McClean,Essex,L25,1.85,McC - VAL 2,"POLYGON ((30.74265214055178 -24.360028713087814, 30.742672486853976 -24.36003283195187, 30.74271635071845 -24.360051309619944, 30.74282759600966 -24.36010262376011, 30.743282530535296 -24.360319493215428, 30.74352992021902 -24.360439683851254, 30.743568383521797 -24.36045999211612, 30.74357657856018 -24.360468229822953, 30.743582575695548 -24.360478870193457, 30.74358226170941 -24.360493543606076, 30.74352941784119 -24.360591765917164, 30.74316177146389 -24.361253922503636, 30.742478284574858 -24.36247655920301, 30.742316638962265 -24.36276086364881, 30.742258512733354 -24.362857969105516, 30.74223814425079 -24.362867947595298, 30.742218651256273 -24.362870015088706, 30.742200864877113 -24.36286866648062, 30.742162565960868 -24.362853851584376, 30.742065455591277 -24.36281075550373, 30.741668359161935 -24.362625803965035, 30.741451080749524 -24.362522748627576, 30.741416165490193 -24.362504986379356, 30.741401376742765 -24.36249274442865, 30.74139619597137 -24.36248419222406, 30.741395348208773 -24.36247775661817, 30.741400152196796 -24.362464770984786, 30.741503328044082 -24.362258659761864, 30.741523611549056 -24.3622129526042, 30.74152210441556 -24.36220231237948, 30.741519843715313 -24.36219716388323, 30.74150659349999 -24.362179201350585, 30.741493720068043 -24.36217050611106, 30.74146684285402 -24.362156547961952, 30.741453153058092 -24.36214619376012, 30.741445805782295 -24.362137555713833, 30.741442414731928 -24.362125656928566, 30.741488068317427 -24.36204007675292, 30.7416267245991 -24.361791058996726, 30.7418121648164 -24.36146160957872, 30.74255995421958 -24.360140837122707, 30.742611636339063 -24.360052282163082, 30.742623505015345 -24.360037866128383, 30.742631040682827 -24.360031916653412, 30.74264177900899 -24.3600284842632, 30.74265214055178 -24.360028713087814))"
128,McClean,Essex,L26,0.56,McC - VAL 2,"POLYGON ((30.838226748861146 -24.3585903275903, 30.839112104143133 -24.3580023264813, 30.839137837498324 -24.358938377276157, 30.838977274279273 -24.358933654828537, 30.838231127555456 -24.358593638599963, 30.838226748861146 -24.3585903275903))"
129,McClean,Essex,L28,0.97,McC - VAL 2,"POLYGON ((30.824430524182247 -24.340093100712924, 30.823685475702263 -24.340497847513756, 30.823749246889868 -24.339313074204384, 30.82467550316664 -24.33882689206884, 30.82485187169565 -24.338723252830146, 30.824922782753703 -24.338712343436598, 30.824983693534342 -24.338723252830146, 30.825023694644013 -24.33874143515272, 30.82513278857948 -24.33886689317851, 30.825292793018168 -24.339046898172032, 30.825440069831046 -24.339458727778425, 30.825409159882664 -24.33956145790099, 30.825192897464213 -24.33967894223169, 30.825150970902058 -24.339683279462257, 30.825109151560127 -24.339679642997744, 30.82505642282465 -24.339661460675163, 30.82504005873433 -24.33963236895904, 30.825003694089176 -24.339559639668728, 30.82497460237305 -24.33951054739777, 30.824854599044034 -24.339454182197777, 30.824772778592433 -24.339445091036488, 30.824720049856957 -24.339448727501, 30.82459459183117 -24.339486910378415, 30.82452186254086 -24.33951600209454, 30.824458224411835 -24.339557821436472, 30.82440549567636 -24.339610550171948, 30.824361858102172 -24.339676006533228, 30.824352766940883 -24.339728735268704, 30.82437094926346 -24.339799646326757, 30.824392768050554 -24.339854193294492, 30.82443640562474 -24.339910558494484, 30.824476406734412 -24.339966923694476, 30.824430524182247 -24.340093100712924))"
130,McClean,Essex,L29,1.82,McC - VAL 2,"POLYGON ((30.833933308039217 -24.352401305683284, 30.834917939658276 -24.352377202607805, 30.83492709468114 -24.35330136178357, 30.83485918987317 -24.353413573037567, 30.834268898018077 -24.353491490960067, 30.833970303400886 -24.353524841267635, 30.833933308039217 -24.352401305683284))"
131,McClean,Essex,L38,1.83,McC - VAL 2,"POLYGON ((30.802220730998965 -24.347851376460902, 30.801539155396462 -24.349899556032373, 30.800780796116328 -24.349688738008552, 30.801471192054 -24.3476212030841, 30.802220730998965 -24.347851376460902))"
132,McClean,Essex,L39,0.43,McC - VAL 2,"POLYGON ((30.807520547912596 -24.34704653509195, 30.80812281859592 -24.345229427816623, 30.80822806079108 -24.345173135479676, 30.809086709415077 -24.345400877408622, 30.80843418312623 -24.347300880426143, 30.807520547912596 -24.34704653509195))"
133,McClean,Essex,L40,0.52,McC - VAL 2,"POLYGON ((30.839069466520506 -24.35559455181372, 30.839098919149205 -24.356454826331174, 30.83814066444341 -24.35652229487087, 30.838118666755864 -24.355627527451432, 30.839069466520506 -24.35559455181372))"
134,Midknight,Essex,L05,1.84,MKN 1,"POLYGON ((30.822424047597377 -24.334462495024418, 30.82125290914229 -24.335176587279737, 30.821717718896313 -24.333755798596048, 30.82298070443232 -24.332856095313357, 30.822424047597377 -24.334462495024418))"
135,Midknight,Essex,L06,1.81,MKN 1,"POLYGON ((30.818996908499248 -24.33271070251707, 30.818396178972495 -24.334886814578276, 30.817478791662275 -24.33461638294488, 30.818107829304303 -24.332458842621286, 30.818996908499248 -24.33271070251707))"
245,Midknight,Essex,B01,2.09,BOB-LAND,"POLYGON ((30.800289751084815 -24.345109678673403, 30.799399680947626 -24.344840587701693, 30.800073950837845 -24.34282176779371, 30.800960546940154 -24.3430903217998, 30.800289751084815 -24.345109678673403))"
246,Midknight,Essex,B02,1.49,BOB-LAND,"POLYGON ((30.8174782318607 -24.334618303011965, 30.818395646686653 -24.33488874275658, 30.817880405854112 -24.336755176384656, 30.816931474725955 -24.336493628885343, 30.8174782318607 -24.334618303011965))"
247,Midknight,Essex,B03,2.26,BOB-LAND,"POLYGON ((30.808094729722765 -24.336274383569734, 30.80895242267924 -24.33652418303349, 30.808365894854532 -24.338450071637467, 30.80744196027271 -24.338204014282486, 30.808094729722765 -24.336274383569734))"
139,Midknight,Essex,L14,1.09,MKN 1,"POLYGON ((30.739580654479365 -24.340453599855035, 30.739590300614868 -24.340446781980873, 30.73960183097015 -24.340444216392186, 30.739613457938653 -24.340446300844555, 30.739623378935406 -24.34045271217528, 30.739630055860456 -24.34046245640486, 30.739632453557935 -24.34047402283841, 30.739595736212397 -24.340957872202935, 30.739687179664827 -24.34187961217369, 30.73968530556401 -24.34189146821151, 30.739678933669378 -24.341901640568445, 30.738367644522352 -24.343289459509588, 30.738358718891476 -24.343295902816983, 30.73834806997109 -24.34329869272583, 30.738337131615804 -24.3432974535808, 30.738327376652027 -24.343292352230147, 30.73754301019446 -24.342680803079798, 30.73753506974042 -24.34267131277266, 30.737531635036397 -24.34265942498278, 30.737533290427596 -24.342647162176416, 30.737539754282786 -24.34263661062127, 30.739580654479365 -24.340453599855035))"
140,Midknight,Essex,L15,1.81,MKN 1,"POLYGON ((30.83906274586002 -24.35657984633726, 30.83907467978391 -24.356792083900068, 30.83827734429239 -24.35729881513252, 30.83813505483147 -24.357367082533333, 30.83811688199891 -24.356625112529272, 30.83906274586002 -24.35657984633726))"
141,Midknight,Essex,L16,1.97,MKN 1,"POLYGON ((30.82397093816676 -24.33823323923669, 30.823986393140945 -24.338329605546345, 30.823718203882915 -24.33919235675267, 30.8227813597121 -24.339700552668738, 30.82324819084429 -24.338282786065715, 30.82370638537325 -24.338014142249623, 30.823801842566784 -24.338018687830267, 30.823873662740965 -24.338035961036717, 30.8239282097087 -24.338089598888324, 30.82397093816676 -24.33823323923669))"
142,Midknight,Essex,L17,1.83,MKN 1,"POLYGON ((30.815735541370803 -24.334104584726962, 30.816658109793135 -24.33437654367232, 30.816059836436096 -24.33625338509077, 30.815156582570733 -24.336004427307934, 30.815735541370803 -24.334104584726962))"
182,Star Ruby,Essex,L75,1.88,STR 1,"POLYGON ((30.819447411095446 -24.335198786686608, 30.82023444518541 -24.33543230754809, 30.819619184177665 -24.337230168231553, 30.818881851974695 -24.337031198237842, 30.819447411095446 -24.335198786686608))"
183,Star Ruby,Essex,L76,1.47,STR 1,"POLYGON ((30.827212556212995 -24.33172914738709, 30.827367144405898 -24.331721417977445, 30.827472264377068 -24.33180798736547, 30.827591297285608 -24.332380736620166, 30.82750550083855 -24.33268141065536, 30.826784655374816 -24.33310337797106, 30.827212556212995 -24.33172914738709))"
184,Star Ruby,Essex,L77,1.61,STR 1,"POLYGON ((30.82549643503104 -24.339023261152672, 30.826336458334143 -24.33861597712692, 30.82647828045025 -24.33858506717854, 30.826563737366367 -24.338906894288172, 30.825534617908456 -24.339499638004217, 30.825434615134277 -24.33910871806879, 30.82549643503104 -24.339023261152672))"
185,Star Ruby,Essex,L78,0.95,STR 1,"POLYGON ((30.81758167579277 -24.337837310790544, 30.816537906013792 -24.337980573309228, 30.81649927642881 -24.33797602865217, 30.816884963671807 -24.336653157454226, 30.817833261229552 -24.336925955381794, 30.81758167579277 -24.337837310790544))"
186,Star Ruby,Essex,L79,0,STR 1,"POLYGON ((30.806324383185764 -24.34461097775315, 30.80565750815136 -24.34661160285637, 30.804755956606165 -24.346362325931434, 30.80542188084722 -24.344366653915642, 30.806324383185764 -24.34461097775315))"
187,Star Ruby,Essex,L80,0,STR 1,"POLYGON ((30.81296300368668 -24.333287283368833, 30.81388573143548 -24.333559289281173, 30.81327971651603 -24.335487119351026, 30.812361378924994 -24.335234004142414, 30.81296300368668 -24.333287283368833))"
188,Star Ruby,Essex,L81,1.03,STR 1,"POLYGON ((30.835958702965517 -24.35235856369671, 30.8379043838375 -24.352324675207612, 30.83790228449111 -24.353022385540076, 30.835986504933828 -24.353068780515024, 30.835958702965517 -24.35235856369671))"
189,Star Ruby,Essex,L82,1.64,STR 1,"POLYGON ((30.729594898431667 -24.355957844777116, 30.73000640303231 -24.356246931743385, 30.730105518782942 -24.35631854042998, 30.730143056612846 -24.35634771432776, 30.730156554351915 -24.35636362733449, 30.730162641567578 -24.35637343231722, 30.730167405475484 -24.35638693425868, 30.730169258106336 -24.356399632511717, 30.730170052090983 -24.35642422532937, 30.730150753852936 -24.356469091024948, 30.730092065154132 -24.356579095294034, 30.72983668881311 -24.357022990036523, 30.729692779095068 -24.357266646893876, 30.72966677609774 -24.35730669042483, 30.729644103424917 -24.35732710392531, 30.7296235480445 -24.357337149938573, 30.72960528639752 -24.357342213128618, 30.729594964597055 -24.35734309717757, 30.729582260842633 -24.35734068613436, 30.729571409719068 -24.357335783680075, 30.729551560102784 -24.357323487360407, 30.729527475901698 -24.35730387752176, 30.729124925683507 -24.35693675539271, 30.728889818006216 -24.356733664445546, 30.728872791446477 -24.356717269282054, 30.728845443086268 -24.35668311266957, 30.72883754735001 -24.356665351227043, 30.72883401852934 -24.356648473836223, 30.728834415521664 -24.356640517351014, 30.728908211983974 -24.356500354166805, 30.729221372763508 -24.355929434231243, 30.72930041834657 -24.35579095875587, 30.729307564208426 -24.355785172182017, 30.729317709567862 -24.35578083225164, 30.72933341281985 -24.35578071169805, 30.729369539121485 -24.355802973886565, 30.729467596225916 -24.35586939879121, 30.729594898431667 -24.355957844777116))"
190,Star Ruby,Essex,L89,1.82,STR 1,"POLYGON ((30.832737668647884 -24.35242452602293, 30.833895036086602 -24.352396403223523, 30.833922776782227 -24.35353978550318, 30.833524971590492 -24.353604537428982, 30.833145117843262 -24.35366040152441, 30.832761114392763 -24.353743670416346, 30.832737668647884 -24.35242452602293))"
191,Star Ruby,Essex,2,1.41,STR 4,
192,Star Ruby,Essex,3,1.63,STR 4,
193,Star Ruby,Essex,4,1.16,STR 4,"POLYGON ((30.821295182120373 -24.33999351534129, 30.821062448391373 -24.340138973921913, 30.82078425885593 -24.34036443472188, 30.82065152790112 -24.340780809908917, 30.820867897539802 -24.341877203960376, 30.820804259410778 -24.34208993713454, 30.820247880339892 -24.342340853186116, 30.819741280510527 -24.342635921377425, 30.82062416713215 -24.339794408148727, 30.821749285626765 -24.339146673667223, 30.82176019502031 -24.339153946596255, 30.821548825520342 -24.339840783831637, 30.821437004236486 -24.33990624019292, 30.821295182120373 -24.33999351534129))"
194,Star Ruby,Essex,5,1.08,STR 3,"POLYGON ((30.73039321044955 -24.3489317641437, 30.73039635069419 -24.348940271026457, 30.7303956285808 -24.34895499638286, 30.730363947378763 -24.34901392392951, 30.730144439664723 -24.34940032831131, 30.729633647003865 -24.350291678501378, 30.729570096208093 -24.350405013520245, 30.729518162899698 -24.35050387382828, 30.72950905730149 -24.350517375579162, 30.729499260933764 -24.350521151491492, 30.72948984134941 -24.350521752204802, 30.729472069733596 -24.350514743877866, 30.72922917005175 -24.35040089432313, 30.729123105531933 -24.35034828896146, 30.729107092238536 -24.350338420090914, 30.72910483153829 -24.350332241316345, 30.72910684104962 -24.350318053016384, 30.729220310505323 -24.35012546263744, 30.729304315734986 -24.35009590524182, 30.729381320528848 -24.34997223087592, 30.72947077054191 -24.3499450069589, 30.72977148692157 -24.349394494352307, 30.729784423150747 -24.349354732494938, 30.729786558256535 -24.34934168831402, 30.72978618147316 -24.34932572635323, 30.729783418395087 -24.349312167266163, 30.729748817121894 -24.349202664718316, 30.72972168871896 -24.3491339538238, 30.72971886284365 -24.34911867837462, 30.7297209351522 -24.349085438531887, 30.729724075013657 -24.349072222687912, 30.729740025509827 -24.34903600783278, 30.729842071006992 -24.348846294486346, 30.7298671898986 -24.3488087637021, 30.729922702649045 -24.348735818938707, 30.729935136500394 -24.348724376619256, 30.729956989936095 -24.348715680455403, 30.729972061271063 -24.348717053533946, 30.729995780427423 -24.348725265969264, 30.730186357796445 -24.34882534385342, 30.73037043703624 -24.348915153075204, 30.73038868855639 -24.34892641710402, 30.73039321044955 -24.3489317641437))"
